BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.8109660658392571,-0.0622749769560168,-0.6306249821326607,-0.5296670037618466,-0.3577995868572836,-0.5013169183965109,-0.6622797791449812,-0.6288654086399442,-0.6281962150634927,-0.6961100370452273,-0.6420095504463676,-0.6519878929344898,-0.914847135992762,-0.7710355172225289,-0.6780821798015386,-0.5064362417192549,0.3946418654474693
2.2377981035790904,0.2765224084978998,-0.8171550396140279,-0.5296670037618466,-0.7189618130791743,6.09521818586113,-1.1105804714800425,-0.6288654086399442,-0.8518144056448708,1.3050854008559534,1.0494588384657224,-0.890826781324276,1.4954700617187566,4.38970344508111,2.056376362647936,0.2870069795141698,0.3946418654474693
-0.061868647766631,0.6153197939518164,-0.785871172531199,-0.4925542096058175,-0.7189618130791743,-0.5013169183965109,-0.886431470211899,-0.1480392083835616,-0.8518144056448708,-0.6961100370452273,-0.6420095504463676,-0.7714073371293829,-0.834503229402378,-0.1406547296399234,-0.3694647172323048,-0.5064362417192549,0.3946418654474693
0.9081785781747648,0.6153197939518164,0.0357213867315946,-0.5296670037618466,0.932390001155508,-0.5013169183965109,1.5792183029327769,-0.6288654086399442,1.8316146150477497,-0.6961100370452273,-0.6420095504463676,0.5422065490144411,-0.3926117431552662,-0.1396886278662263,0.4725461932582058,-0.5064362417192549,0.3946418654474693
0.1283070984495048,0.6153197939518164,0.8672661262101133,1.0046918841301349,0.0381917010128396,-0.5013169183965109,-0.2139817766086942,-0.1480392083835616,-0.1809571504717156,-0.6961100370452273,-0.6420095504463676,-0.2937295603498105,1.4954700617187566,-0.1275005769370657,-0.1725591343598791,-0.5064362417192549,0.3946418654474693
-0.7036128463978151,-1.0786671333177662,1.688682713720566,2.4430678081360853,-0.7189618130791743,-0.5013169183965109,-0.6622797791449812,0.3327927618103037,-0.8518144056448708,-0.6961100370452273,-0.6420095504463676,-0.5325684487395967,3.102348193526436,0.5028264288957683,-0.7930134129781314,-0.5064362417192549,0.3946418654474693
-0.2421190778940094,-0.0622749769560168,2.100417509364448,2.931518570222124,-0.7189618130791743,-0.5013169183965109,-0.4381307778768377,0.8136189620666862,-0.8518144056448708,-0.6961100370452273,-0.6420095504463676,-0.1743101161549174,-0.5131276030408422,-0.1045622968760065,-0.6310653262886701,-0.5064362417192549,0.3946418654474693
1.823434628677484,0.6153197939518164,-0.8171550396140279,-0.5296670037618466,-0.7189618130791743,-0.1462380938545794,-1.1105804714800425,-0.6288654086399442,-0.8518144056448708,-0.0290475593387509,-0.2191424532183451,-0.890826781324276,-0.1114080700889224,0.0277614268097593,1.814898979511637,-0.5064362417192549,0.3946418654474693
1.1477366790465255,0.1494729231058103,-0.8171550396140279,-0.5296670037618466,-0.7189618130791743,2.34933048607044,-1.1105804714800425,-0.6288654086399442,-0.8518144056448708,1.3050854008559534,0.6265917412376999,-0.890826781324276,-0.1114080700889224,-0.5194660410016217,0.0168540478716564,-0.5064362417192549,-2.371768233532933
-0.8107840599510555,-1.4174682455466496,0.1976153988852342,-0.5296670037618466,1.245851555989602,-0.5013169183965109,0.0101699144582236,-0.6288654086399442,0.0426610401096625,-0.6961100370452273,-0.6420095504463676,0.0645287722348687,-0.3122678365648823,-0.7012041985292611,-0.872450362901215,0.3861882747928644,0.3946418654474693
